Station Name,Code,Line,Service(s),Ridership,Status,Region,CT District,County,City,MPO,RPTA,Address,Latitude,Longitude,Facility Owner,Platform Owner,Track Owner,Setting,Capitol Corridor,San Joaquins,Pacific Surfliner,Caltrain,ACE,SMART,Metrolink,COASTER,Amtrak Long Distance,Tracks,Island Platforms,Side Platforms,Track Crossing,Station ADA Accessibility,Accessible Platform,Shelter Type,Restrooms,Accessible Restrooms,Wifi,ATMs,Food,Real-Time Schedule,Ticket Machines,Staffed,Station Hours,Staffed Hours,Long Term Parking Spaces,Accessible Parking Spaces,Total Parking Spaces,Parking Owner,Class 1,Class 2,Class 3,Other,Total,Planned,Bike Rack Spaces,Bike Locker Spaces,Total Bike Parking,Sidewalks Present,Condition,Crosswalks,Connectivity,Future HSR,Commuter Service,Thruway Bus,Local Rail,Local Bus,Signal Priority/ITS,Link,Fare Transfer,Distance (Ft.) Between Rail Platform/Bus Stop,Population (.5 Miles),Population (1 Miles),Population (3 Miles),Jobs (.5 Miles),Jobs (1 Miles),Jobs (3 Miles),Jobs/Population Ratio (.5 Miles),Jobs/Population Ratio (1 Mile),Jobs/Population Ratio (3 Miles),CalEnviroScreen (Score),CalEnviroScreen (Percentile),Fatalities (Ped),Injuries (Ped),Fatalities (Bike),Injuries (Bike),Score,Category,Score,Category,Primary Land Use(s),TOD,Link,Intersections (1 Mile),Percentile,Intersections (3 Mile),Percentile,Population (1 Mile Catchment),Population (3 Mile Catchment),Jobs (1 Mile Catchment),Jobs (3 Mile Catchment),Population Index (1 Mile Catchment),Population Index (3 Mile Catchment),Jobs Index (1 Mile Catchment),Jobs Index (3 Mile Catchment),Station Website #1,Station Website #2,Station Website #3,Station Website #4,Great American Stations Website,Bike GIS Link,Active Transportation Plan
Solana Beach,SOL,LOSSAN,"Pacific Surfliner, Coaster",,Active,,11,San Diego,Solana Beach,San Diego Association of Governments,San Diego Association of Governments,105 Cedros Ave.,32.9929,-117.2713,NCTD,NCTD,,,,,Hourly,,,,,Peak hour/direction,,2,,2,Bridge,,Yes,Building,Yes,Yes,No,Yes,,Yes,Machines Available,Yes,12:00am - 12:00am,6am-7:45pm,,,,NCTD,1.922601532,14.90136394,1.934312151,0.208563557,18.96684117,,8,9,17,Yes,Good,Yes,Good,No,COASTER,Yes,None,Yes,No,,Yes (NCTD Sprinter Train and Breeze Buses),150,2103.20639,7752.290549,36949.121,4169,6353,20161,1.982211551,0.819499728,0.545642209,9.112745447,0.036912752,1,17,1,138,73,Very Walkable,,,,,,194,0.144067797,1117,#N/A,4206.045784,19345.163,4842,15628,0.54255523,0.523562198,0.76215961,0.775159962,https://www.pacificsurfliner.com/destinations/solana-beach/,https://gonctd.com/services/transit-centers/,,,https://www.greatamericanstations.com/stations/solana-beach-ca-sol/,,
Fairplex (fair days only),,,Metrolink,,Active,,7,Los Angeles,La Verne,Southern California Association of Governments,Southern California Association of Governments,1101 W. McKinley Ave,34.095818,-117.768042,,,,,,,,,,,,,,1,0,1,N/A,,,None,No,No,,,,,,,,,,,,,0.822278931,3.257300848,,,4.079579779,8.199406268,,,,,,,,,,,,No,,,,N/A,3421.755158,13630.42743,140162.6699,2422,6961,56146,0.707823876,0.51069565,0.400577415,31.12977958,0.58557047,1,29,3,658,68,Somewhat Walkable,,,,,,388,#N/A,3643,#N/A,8178.99096,98708.59328,5211,35460,0.600053887,0.704243101,0.748599339,0.631567699,,,,,,,
Santa Rosa North,,SMART,SMART,,Active,,4,Sonoma,Santa Rosa,Metropolitan Transportation Commission,Metropolitan Transportation Commission,1500 Guerneville Road,38.4553,-122.7365,,,,,,,,,,Hour,,,,2,1,,Grade,Yes,,Shelter,No,No,,,,,Machines Available,,,,,,,,,6.28335348,,,6.28335348,,10,4,14,Yes,Good,Yes,Good,No,No,No,No,Yes,,,"Santa Rosa CityBus, Sonoma County Transit",480,6867.064747,23186.15122,120320.8464,3354,16084,64337,0.488418287,0.693689946,0.534711996,26.07863866,0.476510067,8,119,8,597,65,Somewhat Walkable,,,,,,370,#N/A,2693,0.550847458,14574.49622,90668.46938,5831,49639,0.628586266,0.753555781,0.362534195,0.771546699,https://www.sonomamarintrain.org/stations,,,,,,
Cal State LA,,,Metrolink,,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,5150 State University Drive,34.0625,-118.1702,Cal State L.A. Consortium,,,,,,,,,,,,,1,,1,N/A,,,Freeway,No,,,,,,Machines Available,,,,,,,,,0.229435662,,,0.229435662,15.27390257,,,,Yes,Good,Yes,Poor,,,,,"Yes (Metro Buses, Foothill Transit, County of LA Employee Shuttle, Monterey Park Spirit 5 Shuttle, Alhambra Community Transit, County of Los Angeles Children's Court Shuttle, East LA Shuttle)",,,,370,5632.93991,22291.89597,330291.6388,4573,10643,94331,0.811831845,0.477438079,0.285599116,46.13906205,0.822147651,6,88,5,1248,52,Somewhat Walkable,,,,,,429,#N/A,4391,#N/A,9761.531139,177029.8241,1958,59813,0.437895958,0.535980338,0.183970685,0.634075755,https://metrolinktrains.com/rider-info/general-info/stations/cal-state-la/,,,,,,
Cloverdale,,,SMART,,Planned,,4,Sonoma,Cloverdale,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,38.7985,-123.0119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.413158,3374.07387,7123.344201,474,1619,2534,0.315492445,0.479835375,0.355731792,21.08145482,0.333892617,3,16,0,13,52,Somewhat Walkable,,,,,,208,#N/A,417,#N/A,1884.168196,4737.761658,753,2462,0.558425295,0.66510357,0.465101915,0.971586425,https://www.sonomamarintrain.org/stations,,,,,,
Marin Civic Center,,SMART,SMART,,Active,,4,Marin,San Rafael,Metropolitan Transportation Commission,Metropolitan Transportation Commission,3801 Civic Center Drive,38.0016,-122.5374,,,,,,,,,,Hour,,,,1,,1,Grade,Yes,,Shelter,No,No,,,,,Machines Available,,,,,,,,0.792821473,1.732849369,0.848195308,,3.37386615,,10,4,14,Yes,Good,Yes,Poor,No,No,No,No,Yes,,,"Golden Gate Transit, Marin Transit",615,3356.838999,9700.908866,69708.10954,3255,12728,37618,0.969662233,1.312042013,0.539650268,10.60579967,0.058724832,3,56,0,460,49,Car-Dependent,,,,,,328,#N/A,2053,#N/A,4466.4563,23459.22902,6686,21246,0.460416273,0.336535149,0.525298554,0.564782817,https://www.sonomamarintrain.org/stations,,,,,,
Burbank Airport - North,,,Metrolink,,Active,,7,Los Angeles,Burbank,Southern California Association of Governments,Southern California Association of Governments,3600 North San Fernando Boulevard,34.206389,-118.35,City of Burbank,,,,,,,,,,,,,1,,1,N/A,,,Shelter,No,,,,,,Machines Available,,,,,,,,1.402612732,18.41071068,4.076067022,,23.88939043,32.91607443,24,6,30,Yes,Good,Yes,Fair,No,,,,"Yes (METRO, BurbankBus)",,,,380,3709.175581,14424.89439,179149.4018,6014,71771,170842,1.621384555,4.9754957,0.953628638,31.06785092,0.580536913,2,26,6,812,37,Car-Dependent,,,,,,349,0.381355932,3085,#N/A,7480.380709,106775.8308,63575,142723,0.518574383,0.596015559,0.885803458,0.835409326,https://metrolinktrains.com/rider-info/general-info/stations/BurbankAirportNorth/,,,,,,
Peteluma North,,,SMART,,Planned,,4,Sonoma,Petaluma,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,38.267786,-122.655857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2314.752353,7692.407876,46351.43885,2950,7463,22659,1.274434389,0.970177364,0.488852138,15.68723006,0.167785235,0,24,0,267,37,Car-Dependent,,,,,,279,#N/A,1369,#N/A,5689.22809,32600.06469,4565,16668,0.739590019,0.703323683,0.611684309,0.735601748,https://www.sonomamarintrain.org/stations,,,,,,
Sorrento Valley,,Coaster,Metrolink,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,11170 Sorrento Valley Road,32.903,-117.225,,,,,,,,,,,,,,2,,2,Grade,Yes,,Shelter,,,,,,,,,,,,,,,,14.02431299,,2.554553194,16.57886618,1.875588192,,28,28,Yes,Fair,Yes,Poor,,,,,Yes (MTS),,,,450,609.9923358,2788.690105,68002.36981,3688,18293,151172,6.045977603,6.559710586,2.223040174,10.66856209,0.060402685,0,7,2,240,35,Car-Dependent,,,,,,93,#N/A,1339,#N/A,566.4044322,8907.688184,6583,62463,0.2031077,0.130990849,0.359864429,0.413191596,https://gonctd.com/services/transit-centers/,,,,,,
Larkspur,,SMART,SMART,,Active,,4,Marin,Larkspur,Metropolitan Transportation Commission,Metropolitan Transportation Commission,600 Larkspur Landing Circle,37.94785,-122.51248,,,,,,,,,,Hour,,,,1,,1,N/A,Yes,,Shelter,No,No,,,,,Machines Available,,,,,,,,4.930006989,6.666934308,,,11.5969413,,,,,Yes,Poor,Yes,Poor,No,No,No,No,Yes,,,"Marin Transit, Golden Gate Transit, Golden Gate Ferry",1264,1914.224273,8362.952321,75695.00395,3143,7650,42880,1.641918371,0.914748728,0.566483886,15.12438391,0.149328859,0,33,1,529,34,Car-Dependent,,,,,,288,#N/A,1931,#N/A,1648.334588,27179.391,2755,20889,0.197099604,0.35906453,0.360130719,0.487150187,https://www.sonomamarintrain.org/stations,,,,,,
Carlsbad Poinsettia,,Coaster,Coaster,,Active,,11,San Diego,Carlsbad,San Diego Association of Governments,San Diego Association of Governments,6511 Avenida Encinas,33.109058,-117.319178,NCTD,,,,,,,,,,,Peak hour/direction,,2,,2,Grade,Yes,,Shelter,,,,,,,,,,,,,,,,31.41172987,0.470400165,,31.88213004,,7,9,18,Yes,Good,Yes,Fair,,,,,Yes (NCTD),,,,450,1680.522298,7424.399665,39496.3801,1505,3795,43877,0.895554913,0.511152439,1.110911934,9.250193252,0.041946309,2,27,3,165,23,Car-Dependent,,,,,,298,#N/A,1155,#N/A,677.0782803,19718.75672,752,15500,0.091196367,0.499254784,0.198155468,0.35326025,https://gonctd.com/services/transit-centers/,,,,,,
Auto Club Speedway (race days only),,,Metrolink,,Active,,8,San Bernardino,Unincorporated,Southern California Association of Governments,Southern California Association of Governments,9300 Cherry Ave,34.093354,-117.50208,N/A,,,,,,,,,,,,,5,2,,N/A,,,None,,,,,,,,,,,,,,,,1.784078995,,,1.784078995,12.333542,,,,,,,,,,,,No,,,,N/A,395.3495983,7198.115652,100735.5225,1433,6886,63758,3.624640081,0.956639256,0.632924697,62.59045482,0.981543624,4,17,3,181,11,Car-Dependent,,,,,,123,#N/A,1768,#N/A,3438.231349,54263.19385,1514,20369,0.477657142,0.5386699,0.219866396,0.319473635,,,,,,,
12th St/Oakland City Center,,BART,BART,,Active,,4,Alameda,Oakland,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.80359017,-122.271676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15487.57284,39548.05202,248971.1531,57898,88157,179184,3.738352071,2.229111056,0.719697835,31.70597789,0.600671141,,,,,100,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
16th St/Mission,,BART,BART,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.76505424,-122.4197081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24126.53704,91138.13905,574523.9208,33328,133640,667885,1.381383492,1.466345499,1.16250164,20.65887565,0.318791946,,,,,100,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
24th St/Mission,,BART,BART,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.75223145,-122.4184679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31114.31588,91755.8346,560808.1818,9201,30962,532830,0.295715967,0.337439032,0.95011096,16.08577721,0.181208054,,,,,100,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Castro Street,,Muni Metro,Muni Metro,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.76252,-122.43553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19816.67209,94867.8911,621304.0668,5981,26961,594358,0.30181657,0.284195208,0.956629824,9.405344858,0.045302013,,,,,100,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Embarcadero,,"BART, Muni","BART, Muni",,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.79285391,-122.396901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10064.62229,66841.71985,343378.6342,219063,346105,600303,21.76564541,5.177978675,1.748224671,21.56024894,0.348993289,,,,,100,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Fifth Avenue,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"500 C Street, San Diego, California United States",32.716749,-117.160051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14962.31144,35828.54342,185251.4717,46611,75920,159050,3.115227229,2.118980923,0.85856268,32.54536596,0.620805369,,,,,100,Walker's Paradise,58,Bikeable,,,,,,,,,,,,,,,,,,,,,,
Market and 1st/Battery,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,"Market Street at 1st Street and Battery Street San Francisco, California",37.791194,-122.399528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13844.88999,88765.62361,364690.4256,249403,358450,611178,18.01408319,4.038162359,1.675881671,22.61004417,0.375838926,,,,,100,Walker's Paradise,85,Very Bikeable,,,,,,,,,,,,,,,,,,,,,,
Market and 6th Street/Taylor,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,"Market Street at 6th Street and Taylor Street San Francisco, California",37.7823,-122.4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41594.77179,115088.8764,452098.1221,77129,354269,640148,1.854295545,3.078221032,1.415949257,26.60090374,0.494966443,,,,,100,Walker's Paradise,96,Biker's Paradise,,,,,,,,,,,,,,,,,,,,,,
Market and Noe,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,"Market Street at Noe Street San Francisco, California",37.764272,-122.433109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22106.543,98758.28846,615638.6898,7261,33109,661209,0.328454793,0.335252874,1.074021193,11.46321667,0.073825503,,,,,100,Walker's Paradise,87,Very Bikeable,,,,,,,,,,,,,,,,,,,,,,
Market and Sanchez,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,"Market Street at Sanchez Street San Francisco, California",37.766049,-122.431048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25507.96352,99221.87852,606413.6448,9125,83664,672311,0.35773142,0.843201129,1.108667336,13.58462214,0.115771812,,,,,100,Walker's Paradise,92,Biker's Paradise,,,,,,,,,,,,,,,,,,,,,,
Civic Center/UN Plaza,,"BART, Muni","BART, Muni",,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.77939386,-122.4139364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40154.75301,112492.1683,475706.7143,88266,257522,652324,2.198145758,2.289243811,1.371273477,27.15472961,0.506711409,,,,,99,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Downtown Berkeley,,BART,BART,,Active,,4,Alameda,Berkeley,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.87031611,-122.2681588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16656.44213,60548.98252,210231.5209,16615,25316,113933,0.997511946,0.418107769,0.541940616,13.08557551,0.104026846,,,,,99,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Duboce and Church,,Muni Metro,Muni Metro,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.76946,-122.42912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29343.80562,100962.0093,582515.1641,9854,117302,671543,0.33581193,1.161842962,1.152833508,16.62009565,0.204697987,,,,,99,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Judah and 9th Avenue,,Muni Metro,Muni Metro,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.76218,-122.46618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16190.38507,51583.35147,490080.2785,10782,17138,232973,0.665950807,0.332238978,0.475377219,5.7928907,0.005033557,,,,,99,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery St,,"BART, Muni","BART, Muni",,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.78944952,-122.4011747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16389.2292,102006.518,382177.592,257943,371145,614394,15.73856811,3.638443968,1.607613876,23.41161711,0.399328859,,,,,99,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Powell St,,"BART, Muni","BART, Muni",,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.7848709,-122.4070177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36209.55845,117642.7903,428423.5105,128990,436760,631265,3.562319054,3.712594703,1.47346022,25.69797951,0.463087248,,,,,99,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Van Ness,,Muni Metro,Muni Metro,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.775,-122.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23363.80714,115104.2591,514199.4453,77553,175383,660452,3.319364842,1.523688188,1.284427679,25.60642292,0.453020134,,,,,99,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
17th Street and Castro,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,"Market Street at Castro Street and 17th Street San Francisco, California",37.76252,-122.43553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19816.67209,94867.8911,621304.0668,5981,26961,594358,0.30181657,0.284195208,0.956629824,9.405344858,0.045302013,,,,,99,Walker's Paradise,78,Very Bikeable,,,,,,,,,,,,,,,,,,,,,,
Market and 3rd Street/Kearny,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,"Market Street at 3rd Street and Kearny Street San Francisco, California",37.7876,-122.4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21168.92663,112510.7053,402225.848,211244,385207,623045,9.978966044,3.423736425,1.548992943,24.31477886,0.422818792,,,,,99,Walker's Paradise,86,Very Bikeable,,,,,,,,,,,,,,,,,,,,,,
Market and 4th Street/Stockton,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,Market and Stockton,37.784,-122.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39271.90633,116571.3754,435482.4584,103257,424569,632782,2.629284128,3.642137691,1.453059676,26.0380426,0.469798658,,,,,99,Walker's Paradise,88,Very Bikeable,,,,,,,,,,,,,,,,,,,,,,
Market and 5th Street,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,"899 Market Street, San Francisco, California",37.784,-122.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39271.90633,116571.3754,435482.4584,103257,424569,632782,2.629284128,3.642137691,1.453059676,26.0380426,0.469798658,,,,,99,Walker's Paradise,94,Biker's Paradise,,,,,,,,,,,,,,,,,,,,,,
Market and 7th Street,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,"1150 Market Street, San Francisco, California",37.779861,-122.413498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41022.9976,112238.0418,472378.4984,88849,276736,652001,2.165833927,2.465616787,1.380251223,27.06977575,0.503355705,,,,,99,Walker's Paradise,97,Biker's Paradise,,,,,,,,,,,,,,,,,,,,,,
Market and 8th Street/Hyde,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,"1150 Market Street, San Francisco, California",37.779861,-122.413498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41022.9976,112238.0418,472378.4984,88849,276736,652001,2.165833927,2.465616787,1.380251223,27.06977575,0.503355705,,,,,99,Walker's Paradise,97,Biker's Paradise,,,,,,,,,,,,,,,,,,,,,,
Market and Gough,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,"Market Street at Gough Street San Francisco, California",37.773181,-122.422654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26491.72984,113889.7671,536597.0492,67540,144338,662409,2.549474889,1.267348276,1.234462622,22.72423723,0.380872483,,,,,99,Walker's Paradise,92,Biker's Paradise,,,,,,,,,,,,,,,,,,,,,,
Market and Guerrero/Laguna,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,"Market Street at Guerrero Street and Laguna Street San Francisco, California",37.770808,-122.424853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28943.06859,102130.9894,558912.9153,43901,130571,667090,1.516805306,1.278466024,1.193549087,20.22219974,0.30704698,,,,,99,Walker's Paradise,83,Very Bikeable,,,,,,,,,,,,,,,,,,,,,,
Market and Van Ness,,Muni Streetcar,Muni Streetcar,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,"1500 Market Street, San Francisco, California",37.775,-122.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23363.80714,115104.2591,514199.4453,77553,175383,660452,3.319364842,1.523688188,1.284427679,25.60642292,0.453020134,,,,,99,Walker's Paradise,99,Biker's Paradise,,,,,,,,,,,,,,,,,,,,,,
5th Street Station,,Metro,Metro,,Active,,7,Los Angeles,Long Beach,Southern California Association of Governments,Southern California Association of Governments,,33.773598,-118.189412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18488.25659,66112.65156,235402.5101,20445,50008,103073,1.105837097,0.756405904,0.437858543,48.5923139,0.85738255,,,,,98,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Church Street,,Muni Metro,Muni Metro,,Active,,4,San Francisco,San Francisco,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.767814,-122.429067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28342.87938,99788.64028,592435.3747,10134,112506,672654,0.357550123,1.12744296,1.135404854,15.85834898,0.17114094,,,,,98,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Hollywood / Highland Station,,Metro,Metro,,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,,34.101547,-118.338549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14452.08382,46465.23851,307373.716,14400,40062,225991,0.996396103,0.862192927,0.735232026,33.63343973,0.634228188,,,,,98,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Pershing Square Station,,Metro,Metro,,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,,34.049316,-118.251259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17319.008,57307.9166,499888.9203,84671,298190,496765,4.888905878,5.203295071,0.993750771,46.21559704,0.825503356,,,,,98,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Rockridge,,BART,BART,,Active,,4,Alameda,Oakland,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.84473931,-122.2513146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8121.49251,29965.61529,261325.1953,3389,12787,172187,0.417287832,0.426722424,0.658899345,10.00638244,0.05033557,,,,,98,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
Wilshire / Western Station,,Metro,Metro,,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,,34.061689,-118.308756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30359.98053,100642.7213,645131.5944,17958,37310,311273,0.591502356,0.370717321,0.482495359,34.20355469,0.651006711,,,,,98,Walker's Paradise,,,,,,,,,,,,,,,,,,,,,,,,
